time_s,DYN1-1X,DYN1-1Y,DYN1-2X,DYN1-2Y,DYN1-3X,DYN1-3Y,DYN1-4X,DYN1-4Y,DYN1-5X,DYN1-5Y,DYN1-6X,DYN1-6Y,DYN1-7X,DYN1-7Y,DYN1-8X,DYN1-8Y,DYN1-9X,DYN1-9Y,DYN1-10X,DYN1-10Y,DYN1-11X,DYN1-11Y,DYN1-12X,DYN1-12Y,DYN1-13X,DYN1-13Y,DYN1-14X,DYN1-14Y,DYN1-15X,DYN1-15Y,DYN1-16X,DYN1-16Y,DYN1-17X,DYN1-17Y,DYN1-18X,DYN1-18Y,DYN1-19X,DYN1-19Y,DYN1-20X,DYN1-20Y
0.1,-0.0002273149118635041,-0.0002273149118635041,-0.0002273149118635041,-0.0002273149118635041,-0.00022730266527384364,-0.00022730266527384364,-0.00022730266527384364,-0.00022730266527384364,-0.0002270728931970125,-0.0002270728931970125,-0.0002270728931970125,-0.0002270728931970125,-0.00022378480029215612,-0.00022378480029215612,-0.00022378480029215612,-0.00022378480029215612,-0.0001909824257471948,-0.0001909824257471948,-0.0001909824257471948,-0.0001909824257471948,-0.0002273149118635041,-0.0002273149118635041,-0.0002273149118635041,-0.0002273149118635041,-0.00022730266527384364,-0.00022730266527384364,-0.00022730266527384364,-0.00022730266527384364,-0.0002270728931970125,-0.0002270728931970125,-0.0002270728931970125,-0.0002270728931970125,-0.00022378480029215612,-0.00022378480029215612,-0.00022378480029215612,-0.00022378480029215612,-0.0001909824257471948,-0.0001909824257471948,-0.0001909824257471948,-0.0001909824257471948
0.11,-0.00026764449266233594,-0.00026764449266233594,-0.00026764449266233594,-0.00026764449266233594,-0.0002676195379618481,-0.0002676195379618481,-0.0002676195379618481,-0.0002676195379618481,-0.0002672061149462949,-0.0002672061149462949,-0.0002672061149462949,-0.0002672061149462949,-0.0002620222311849483,-0.0002620222311849483,-0.0002620222311849483,-0.0002620222311849483,-0.00021723963310655526,-0.00021723963310655526,-0.00021723963310655526,-0.00021723963310655526,-0.00026764449266233594,-0.00026764449266233594,-0.00026764449266233594,-0.00026764449266233594,-0.0002676195379618481,-0.0002676195379618481,-0.0002676195379618481,-0.0002676195379618481,-0.0002672061149462949,-0.0002672061149462949,-0.0002672061149462949,-0.0002672061149462949,-0.0002620222311849483,-0.0002620222311849483,-0.0002620222311849483,-0.0002620222311849483,-0.00021723963310655526,-0.00021723963310655526,-0.00021723963310655526,-0.00021723963310655526
0.12,-0.0003033021651480652,-0.0003033021651480652,-0.0003033021651480652,-0.0003033021651480652,-0.0003032542770879455,-0.0003032542770879455,-0.0003032542770879455,-0.0003032542770879455,-0.00030254813157265216,-0.00030254813157265216,-0.00030254813157265216,-0.00030254813157265216,-0.00029472926342246806,-0.00029472926342246806,-0.00029472926342246806,-0.00029472926342246806,-0.0002359350542766382,-0.0002359350542766382,-0.0002359350542766382,-0.0002359350542766382,-0.0003033021651480652,-0.0003033021651480652,-0.0003033021651480652,-0.0003033021651480652,-0.0003032542770879455,-0.0003032542770879455,-0.0003032542770879455,-0.0003032542770879455,-0.00030254813157265216,-0.00030254813157265216,-0.00030254813157265216,-0.00030254813157265216,-0.00029472926342246806,-0.00029472926342246806,-0.00029472926342246806,-0.00029472926342246806,-0.0002359350542766382,-0.0002359350542766382,-0.0002359350542766382,-0.0002359350542766382
0.13,-0.0003384878085059572,-0.0003384878085059572,-0.0003384878085059572,-0.0003384878085059572,-0.00033840054716207887,-0.00033840054716207887,-0.00033840054716207887,-0.00033840054716207887,-0.00033724758375463886,-0.00033724758375463886,-0.00033724758375463886,-0.00033724758375463886,-0.00032590543021395987,-0.00032590543021395987,-0.00032590543021395987,-0.00032590543021395987,-0.000251363030672015,-0.000251363030672015,-0.000251363030672015,-0.000251363030672015,-0.0003384878085059572,-0.0003384878085059572,-0.0003384878085059572,-0.0003384878085059572,-0.00033840054716207887,-0.00033840054716207887,-0.00033840054716207887,-0.00033840054716207887,-0.00033724758375463886,-0.00033724758375463886,-0.00033724758375463886,-0.00033724758375463886,-0.00032590543021395987,-0.00032590543021395987,-0.00032590543021395987,-0.00032590543021395987,-0.000251363030672015,-0.000251363030672015,-0.000251363030672015,-0.000251363030672015
0.14,-0.0003622768846849813,-0.0003622768846849813,-0.0003622768846849813,-0.0003622768846849813,-0.00036212491341965216,-0.00036212491341965216,-0.00036212491341965216,-0.00036212491341965216,-0.00036031558506935835,-0.00036031558506935835,-0.00036031558506935835,-0.00036031558506935835,-0.00034442399332522064,-0.00034442399332522064,-0.00034442399332522064,-0.00034442399332522064,-0.00025280766213548817,-0.00025280766213548817,-0.00025280766213548817,-0.00025280766213548817,-0.0003622768846849813,-0.0003622768846849813,-0.0003622768846849813,-0.0003622768846849813,-0.00036212491341965216,-0.00036212491341965216,-0.00036212491341965216,-0.00036212491341965216,-0.00036031558506935835,-0.00036031558506935835,-0.00036031558506935835,-0.00036031558506935835,-0.00034442399332522064,-0.00034442399332522064,-0.00034442399332522064,-0.00034442399332522064,-0.00025280766213548817,-0.00025280766213548817,-0.00025280766213548817,-0.00025280766213548817
0.15,-0.00036816166623903344,-0.00036816166623903344,-0.00036816166623903344,-0.00036816166623903344,-0.0003679073873836716,-0.0003679073873836716,-0.0003679073873836716,-0.0003679073873836716,-0.0003651665387025149,-0.0003651665387025149,-0.0003651665387025149,-0.0003651665387025149,-0.00034358838282786585,-0.00034358838282786585,-0.00034358838282786585,-0.00034358838282786585,-0.00023444802507179943,-0.00023444802507179943,-0.00023444802507179943,-0.00023444802507179943,-0.00036816166623903344,-0.00036816166623903344,-0.00036816166623903344,-0.00036816166623903344,-0.0003679073873836716,-0.0003679073873836716,-0.0003679073873836716,-0.0003679073873836716,-0.0003651665387025149,-0.0003651665387025149,-0.0003651665387025149,-0.0003651665387025149,-0.00034358838282786585,-0.00034358838282786585,-0.00034358838282786585,-0.00034358838282786585,-0.00023444802507179943,-0.00023444802507179943,-0.00023444802507179943,-0.00023444802507179943
0.16,-0.00036419261814045256,-0.00036419261814045256,-0.00036419261814045256,-0.00036419261814045256,-0.00036378212236653243,-0.00036378212236653243,-0.00036378212236653243,-0.00036378212236653243,-0.00035976017582721204,-0.00035976017582721204,-0.00035976017582721204,-0.00035976017582721204,-0.0003312965570693023,-0.0003312965570693023,-0.0003312965570693023,-0.0003312965570693023,-0.0002052434960576461,-0.0002052434960576461,-0.0002052434960576461,-0.0002052434960576461,-0.00036419261814045256,-0.00036419261814045256,-0.00036419261814045256,-0.00036419261814045256,-0.00036378212236653243,-0.00036378212236653243,-0.00036378212236653243,-0.00036378212236653243,-0.00035976017582721204,-0.00035976017582721204,-0.00035976017582721204,-0.00035976017582721204,-0.0003312965570693023,-0.0003312965570693023,-0.0003312965570693023,-0.0003312965570693023,-0.0002052434960576461,-0.0002052434960576461,-0.0002052434960576461,-0.0002052434960576461
0.17,-0.0003519482915055946,-0.0003519482915055946,-0.0003519482915055946,-0.0003519482915055946,-0.00035130668521705797,-0.00035130668521705797,-0.00035130668521705797,-0.00035130668521705797,-0.00034557346815367414,-0.00034557346815367414,-0.00034557346815367414,-0.00034557346815367414,-0.000309027908564381,-0.000309027908564381,-0.000309027908564381,-0.000309027908564381,-0.0001676663515002985,-0.0001676663515002985,-0.0001676663515002985,-0.0001676663515002985,-0.0003519482915055946,-0.0003519482915055946,-0.0003519482915055946,-0.0003519482915055946,-0.00035130668521705797,-0.00035130668521705797,-0.00035130668521705797,-0.00035130668521705797,-0.00034557346815367414,-0.00034557346815367414,-0.00034557346815367414,-0.00034557346815367414,-0.000309027908564381,-0.000309027908564381,-0.000309027908564381,-0.000309027908564381,-0.0001676663515002985,-0.0001676663515002985,-0.0001676663515002985,-0.0001676663515002985
0.18,-0.00033790767440914065,-0.00033790767440914065,-0.00033790767440914065,-0.00033790767440914065,-0.00033693393367380167,-0.00033693393367380167,-0.00033693393367380167,-0.00033693393367380167,-0.00032897638099012983,-0.00032897638099012983,-0.00032897638099012983,-0.00032897638099012983,-0.00028322859447472233,-0.00028322859447472233,-0.00028322859447472233,-0.00028322859447472233,-0.00012910416714535168,-0.00012910416714535168,-0.00012910416714535168,-0.00012910416714535168,-0.00033790767440914065,-0.00033790767440914065,-0.00033790767440914065,-0.00033790767440914065,-0.00033693393367380167,-0.00033693393367380167,-0.00033693393367380167,-0.00033693393367380167,-0.00032897638099012983,-0.00032897638099012983,-0.00032897638099012983,-0.00032897638099012983,-0.00028322859447472233,-0.00028322859447472233,-0.00028322859447472233,-0.00028322859447472233,-0.00012910416714535168,-0.00012910416714535168,-0.00012910416714535168,-0.00012910416714535168
0.19,-0.00031917372241179034,-0.00031917372241179034,-0.00031917372241179034,-0.00031917372241179034,-0.00031773531455622897,-0.00031773531455622897,-0.00031773531455622897,-0.00031773531455622897,-0.00030696012794423176,-0.00030696012794423176,-0.00030696012794423176,-0.00030696012794423176,-0.00025104431713123096,-0.00025104431713123096,-0.00025104431713123096,-0.00025104431713123096,-8.742201275345388e-05,-8.742201275345388e-05,-8.742201275345388e-05,-8.742201275345388e-05,-0.00031917372241179034,-0.00031917372241179034,-0.00031917372241179034,-0.00031917372241179034,-0.00031773531455622897,-0.00031773531455622897,-0.00031773531455622897,-0.00031773531455622897,-0.00030696012794423176,-0.00030696012794423176,-0.00030696012794423176,-0.00030696012794423176,-0.00025104431713123096,-0.00025104431713123096,-0.00025104431713123096,-0.00025104431713123096,-8.742201275345388e-05,-8.742201275345388e-05,-8.742201275345388e-05,-8.742201275345388e-05
0.2,-0.0002884605747035147,-0.0002884605747035147,-0.0002884605747035147,-0.0002884605747035147,-0.00028638818186940316,-0.00028638818186940316,-0.00028638818186940316,-0.00028638818186940316,-0.0002721303017592879,-0.0002721303017592879,-0.0002721303017592879,-0.0002721303017592879,-0.00020531309038095236,-0.00020531309038095236,-0.00020531309038095236,-0.00020531309038095236,-3.622918503818917e-05,-3.622918503818917e-05,-3.622918503818917e-05,-3.622918503818917e-05,-0.0002884605747035147,-0.0002884605747035147,-0.0002884605747035147,-0.0002884605747035147,-0.00028638818186940316,-0.00028638818186940316,-0.00028638818186940316,-0.00028638818186940316,-0.0002721303017592879,-0.0002721303017592879,-0.0002721303017592879,-0.0002721303017592879,-0.00020531309038095236,-0.00020531309038095236,-0.00020531309038095236,-0.00020531309038095236,-3.622918503818917e-05,-3.622918503818917e-05,-3.622918503818917e-05,-3.622918503818917e-05
0.21,-0.0002618308517843099,-0.0002618308517843099,-0.0002618308517843099,-0.0002618308517843099,-0.00025891361752317565,-0.00025891361752317565,-0.00025891361752317565,-0.00025891361752317565,-0.00024045112463918112,-0.00024045112463918112,-0.00024045112463918112,-0.00024045112463918112,-0.00016231006303578,-0.00016231006303578,-0.00016231006303578,-0.00016231006303578,7.558518721873351e-06,7.558518721873351e-06,7.558518721873351e-06,7.558518721873351e-06,-0.0002618308517843099,-0.0002618308517843099,-0.0002618308517843099,-0.0002618308517843099,-0.00025891361752317565,-0.00025891361752317565,-0.00025891361752317565,-0.00025891361752317565,-0.00024045112463918112,-0.00024045112463918112,-0.00024045112463918112,-0.00024045112463918112,-0.00016231006303578,-0.00016231006303578,-0.00016231006303578,-0.00016231006303578,7.558518721873351e-06,7.558518721873351e-06,7.558518721873351e-06,7.558518721873351e-06
0.22,-0.00023916569771244303,-0.00023916569771244303,-0.00023916569771244303,-0.00023916569771244303,-0.00023514749156037411,-0.00023514749156037411,-0.00023514749156037411,-0.00023514749156037411,-0.00021172320404644804,-0.00021172320404644804,-0.00021172320404644804,-0.00021172320404644804,-0.00012221305285406547,-0.00012221305285406547,-0.00012221305285406547,-0.00012221305285406547,4.368018417883103e-05,4.368018417883103e-05,4.368018417883103e-05,4.368018417883103e-05,-0.00023916569771244303,-0.00023916569771244303,-0.00023916569771244303,-0.00023916569771244303,-0.00023514749156037411,-0.00023514749156037411,-0.00023514749156037411,-0.00023514749156037411,-0.00021172320404644804,-0.00021172320404644804,-0.00021172320404644804,-0.00021172320404644804,-0.00012221305285406547,-0.00012221305285406547,-0.00012221305285406547,-0.00012221305285406547,4.368018417883103e-05,4.368018417883103e-05,4.368018417883103e-05,4.368018417883103e-05
0.23,-0.00021579327564153492,-0.00021579327564153492,-0.00021579327564153492,-0.00021579327564153492,-0.00021037051832954406,-0.00021037051832954406,-0.00021037051832954406,-0.00021037051832954406,-0.0001812199366421503,-0.0001812199366421503,-0.0001812199366421503,-0.0001812199366421503,-8.071776104133727e-05,-8.071776104133727e-05,-8.071776104133727e-05,-8.071776104133727e-05,7.647844914483891e-05,7.647844914483891e-05,7.647844914483891e-05,7.647844914483891e-05,-0.00021579327564153492,-0.00021579327564153492,-0.00021579327564153492,-0.00021579327564153492,-0.00021037051832954406,-0.00021037051832954406,-0.00021037051832954406,-0.00021037051832954406,-0.0001812199366421503,-0.0001812199366421503,-0.0001812199366421503,-0.0001812199366421503,-8.071776104133727e-05,-8.071776104133727e-05,-8.071776104133727e-05,-8.071776104133727e-05,7.647844914483891e-05,7.647844914483891e-05,7.647844914483891e-05,7.647844914483891e-05
0.24,-0.0001835879944718068,-0.0001835879944718068,-0.0001835879944718068,-0.0001835879944718068,-0.0001764095977354153,-0.0001764095977354153,-0.0001764095977354153,-0.0001764095977354153,-0.00014079432997126344,-0.00014079432997126344,-0.00014079432997126344,-0.00014079432997126344,-3.0128353942658846e-05,-3.0128353942658846e-05,-3.0128353942658846e-05,-3.0128353942658846e-05,0.00011377794015421842,0.00011377794015421842,0.00011377794015421842,0.00011377794015421842,-0.0001835879944718068,-0.0001835879944718068,-0.0001835879944718068,-0.0001835879944718068,-0.0001764095977354153,-0.0001764095977354153,-0.0001764095977354153,-0.0001764095977354153,-0.00014079432997126344,-0.00014079432997126344,-0.00014079432997126344,-0.00014079432997126344,-3.0128353942658846e-05,-3.0128353942658846e-05,-3.0128353942658846e-05,-3.0128353942658846e-05,0.00011377794015421842,0.00011377794015421842,0.00011377794015421842,0.00011377794015421842
0.25,-0.00014270488372615457,-0.00014270488372615457,-0.00014270488372615457,-0.00014270488372615457,-0.00013337483135229686,-0.00013337483135229686,-0.00013337483135229686,-0.00013337483135229686,-9.062039189431402e-05,-9.062039189431402e-05,-9.062039189431402e-05,-9.062039189431402e-05,2.891732369249408e-05,2.891732369249408e-05,2.891732369249408e-05,2.891732369249408e-05,0.00015499041903682822,0.00015499041903682822,0.00015499041903682822,0.00015499041903682822,-0.00014270488372615457,-0.00014270488372615457,-0.00014270488372615457,-0.00014270488372615457,-0.00013337483135229686,-0.00013337483135229686,-0.00013337483135229686,-0.00013337483135229686,-9.062039189431402e-05,-9.062039189431402e-05,-9.062039189431402e-05,-9.062039189431402e-05,2.891732369249408e-05,2.891732369249408e-05,2.891732369249408e-05,2.891732369249408e-05,0.00015499041903682822,0.00015499041903682822,0.00015499041903682822,0.00015499041903682822
0.26,-0.00010032862984078656,-0.00010032862984078656,-0.00010032862984078656,-0.00010032862984078656,-8.841166177059327e-05,-8.841166177059327e-05,-8.841166177059327e-05,-8.841166177059327e-05,-3.794825019706445e-05,-3.794825019706445e-05,-3.794825019706445e-05,-3.794825019706445e-05,8.870713624351437e-05,8.870713624351437e-05,8.870713624351437e-05,8.870713624351437e-05,0.00019263567071491324,0.00019263567071491324,0.00019263567071491324,0.00019263567071491324,-0.00010032862984078656,-0.00010032862984078656,-0.00010032862984078656,-0.00010032862984078656,-8.841166177059327e-05,-8.841166177059327e-05,-8.841166177059327e-05,-8.841166177059327e-05,-3.794825019706445e-05,-3.794825019706445e-05,-3.794825019706445e-05,-3.794825019706445e-05,8.870713624351437e-05,8.870713624351437e-05,8.870713624351437e-05,8.870713624351437e-05,0.00019263567071491324,0.00019263567071491324,0.00019263567071491324,0.00019263567071491324
0.27,-5.1036539423290755e-05,-5.1036539423290755e-05,-5.1036539423290755e-05,-5.1036539423290755e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,2.2528076571063728e-05,2.2528076571063728e-05,2.2528076571063728e-05,2.2528076571063728e-05,0.0001541067526922961,0.0001541067526922961,0.0001541067526922961,0.0001541067526922961,0.0002319796739285018,0.0002319796739285018,0.0002319796739285018,0.0002319796739285018,-5.1036539423290755e-05,-5.1036539423290755e-05,-5.1036539423290755e-05,-5.1036539423290755e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,-3.6067297669685334e-05,2.2528076571063728e-05,2.2528076571063728e-05,2.2528076571063728e-05,2.2528076571063728e-05,0.0001541067526922961,0.0001541067526922961,0.0001541067526922961,0.0001541067526922961,0.0002319796739285018,0.0002319796739285018,0.0002319796739285018,0.0002319796739285018
0.28,3.8589931468224336e-07,3.8589931468224336e-07,3.8589931468224336e-07,3.8589931468224336e-07,1.8890044509576055e-05,1.8890044509576055e-05,1.8890044509576055e-05,1.8890044509576055e-05,8.585195595763178e-05,8.585195595763178e-05,8.585195595763178e-05,8.585195595763178e-05,0.00021975760062690035,0.00021975760062690035,0.00021975760062690035,0.00021975760062690035,0.0002680454854930456,0.0002680454854930456,0.0002680454854930456,0.0002680454854930456,3.8589931468224336e-07,3.8589931468224336e-07,3.8589931468224336e-07,3.8589931468224336e-07,1.8890044509576055e-05,1.8890044509576055e-05,1.8890044509576055e-05,1.8890044509576055e-05,8.585195595763178e-05,8.585195595763178e-05,8.585195595763178e-05,8.585195595763178e-05,0.00021975760062690035,0.00021975760062690035,0.00021975760062690035,0.00021975760062690035,0.0002680454854930456,0.0002680454854930456,0.0002680454854930456,0.0002680454854930456
