time,disp_true,vel_true,acc_true,disp_noisy
0.23,5.7798699380040004e-05,0.0005964412534000083,-0.06910939057569793,6.198322255867505e-05
0.23500000000000001,6.0151557835632423e-05,0.00046806673341724214,-0.00961012026676405,5.581294700984767e-05
0.24,6.273970903846441e-05,0.0005003400507323678,-0.06869105651924409,6.059738526963361e-05
0.245,6.391186786650208e-05,-0.00021884383177519877,-0.1430225947756797,6.741108527408737e-05
0.25,6.058387624953558e-05,-0.000929885897024429,-0.10054420056477874,6.458991650711016e-05
0.255,5.5317825567531884e-05,-0.0012242858374229863,-0.08009096438476708,5.137496807232209e-05
0.26,4.798736670418445e-05,-0.0017307955408720997,-0.07200929337470938,5.234835378724406e-05
0.265,3.853518307622655e-05,-0.0019443787711700801,0.005979632716815561,3.134631963308028e-05
0.27,2.936857317035174e-05,-0.0016709992137039441,0.06738915021457685,3.111534675157337e-05
0.275,2.2018682961790493e-05,-0.0012704872690243116,0.036638018492069956,2.2635342387676915e-05
0.28,1.5894837053441216e-05,-0.0013046190287832446,-0.03672503995423145,1.3841874827449658e-05
0.28500000000000003,8.421798735934087e-06,-0.0016377376685666261,-0.034428337170548856,6.5497309970173e-06
0.29,6.041647050440612e-08,-0.0016489024004887332,0.03312360429641149,-1.7157985483370257e-06
0.295,-7.422210108668954e-06,-0.0013065016256025113,0.05391820898113747,-7.985062474953082e-06
0.3,-1.3226847482257408e-05,-0.0011097203106773584,0.011271087160008748,-7.671599278622278e-06
0.305,-1.9006342761492956e-05,-0.0011937907540024238,-0.028178586578988845,-1.671253778332122e-05
0.31,-2.5309212565483943e-05,-0.0013915061764672469,-0.06167888061784387,-2.1298999287529807e-05
0.315,-3.33177274204055e-05,-0.0018105795601808625,-0.02947083865879401,-3.421698258895184e-05
0.32,-4.250343089966239e-05,-0.001686214563055187,0.0909745573801618,-4.185558574164456e-05
0.325,-4.906840581798515e-05,-0.0009008339863792444,0.13500017266485564,-5.2067886716842816e-05
0.33,-5.1919556741812004e-05,-0.0003362128364066306,0.1047964899759118,-5.2694813109504424e-05
0.335,-5.259330782209103e-05,0.00014713091337987356,0.10767277591276905,-5.4130144587440204e-05
0.34,-5.023937173348394e-05,0.00074051492272106,0.07367076088460224,-4.8867262501675675e-05
0.34500000000000003,-4.595999868340915e-05,0.000883838522225896,0.02952726291715155,-4.7943370975648046e-05
0.35000000000000003,-4.1344611937213754e-05,0.0010357875518925755,0.08040516729415896,-4.368687073073504e-05
0.355,-3.468698752360329e-05,0.0016878901951674855,0.11410598002173125,-3.357355813332546e-05
0.36,-2.4791685871660838e-05,0.002176847352109888,0.0910504927208866,-2.494507120274599e-05
0.365,-1.29785775582957e-05,0.0025983951223763515,0.011309390791182069,-1.4930746983125079e-05
0.37,-5.97704633435545e-08,0.002289941260021709,-0.08187463630411201,-2.4252152558225266e-06
0.375,9.660772566467398e-06,0.0017796487593352314,-0.038489981349460196,7.704595404551837e-06
0.38,1.8899929123905143e-05,0.0019050414465271069,-0.00577623148201329,2.1183512846776355e-05
0.385,2.807075811348773e-05,0.0017218864445150985,-0.03866692986810693,2.9234567573588553e-05
0.39,3.6093621655817936e-05,0.0015183721478460375,-0.0882680363008631,3.3986009707444934e-05
0.395,4.242964877609231e-05,0.0008392060815064675,-0.145446096270442,4.043675232667356e-05
0.4,4.434364951202452e-05,6.391118514161747e-05,-0.09565960843264747,4.112967097119428e-05
0.405,4.407690838970146e-05,-0.00011739000282000723,0.008204983875572117,4.297745402324954e-05
0.41000000000000003,4.389495486602311e-05,0.00014596102389733865,0.0293938541493191,4.4231306808572746e-05
0.41500000000000004,4.512640031742685e-05,0.00017654853867318375,-0.05250662462374527,4.2663990826918736e-05
0.42,4.467493050147169e-05,-0.00037910522234011417,-0.10865115494755107,5.0797535868554826e-05
0.425,4.137053638044379e-05,-0.0009099630108023269,-0.05921925337917817,4.310943852696777e-05
0.43,3.6347351953957185e-05,-0.0009712977561318959,0.009250348004534252,3.626274239658445e-05
0.435,3.200234611288454e-05,-0.0008174595307569844,-0.002911866483868027,3.2237215033178346e-05
0.44,2.7575358746944734e-05,-0.0010004164209705762,-0.028411237514764234,2.3691218417422777e-05
0.445,2.2151546450796076e-05,-0.0011015719059046267,-0.003133601055552897,1.8791293716883386e-05
0.45,1.6809698172240833e-05,-0.0010317524315261051,0.028177620959652705,2.0507092265220412e-05
0.455,1.2067788927925973e-05,-0.0008197956963080996,0.02435742568509218,1.6646545531462105e-05
0.46,8.319808952277475e-06,-0.0007881781746751833,-0.022201214690430484,2.128250122456503e-06
0.465,3.727862031879467e-06,-0.0010418078432124045,-0.044139638661000076,5.048407267222402e-06
0.47000000000000003,-1.926513575421591e-06,-0.0012295745612851841,-0.06242775703497124,1.930273366879154e-06
0.47500000000000003,-8.984701567369182e-06,-0.001666085413562117,-0.06527234845146279,-9.948331967761792e-06
0.48,-1.8212803560172952e-05,-0.001882298045799812,0.0051396157041020156,-1.3957361268203113e-05
0.485,-2.698249524657989e-05,-0.0016146892565210968,0.050307962801905276,-2.4829584761992537e-05
0.49,-3.4444430771910246e-05,-0.0013792184177807592,0.03677644485843442,-3.3177604622170755e-05
0.495,-4.095208154606798e-05,-0.0012469248079367526,-0.014581843890408628,-4.164111092310243e-05
0.5,-4.7751661625144554e-05,-0.0015250368566848455,-0.059524478294281126,-4.749792327559901e-05
0.505,-5.6047648472106884e-05,-0.0018421695908795639,-0.0246283290921161,-5.729777267667779e-05
0.51,-6.52878973613958e-05,-0.0017713201476060065,0.018578334920251405,-6.445793200339191e-05
0.515,-7.39031901263049e-05,-0.0016563862416770498,0.02700766287883421,-7.320190537472484e-05
0.52,-8.187363470796425e-05,-0.0015012435188176644,0.05709166925243849,-8.308424509062751e-05
0.525,-8.852765811597616e-05,-0.001085469549152665,0.13903600434752358,-9.397296664738171e-05
0.53,-9.175881278047052e-05,-0.00011088347534242836,0.185720703094098,-9.230666228793903e-05
0.535,-8.994933835157411e-05,0.0007717374817883152,0.14972693321196093,-9.28016041768824e-05
0.54,-8.44405543415298e-05,0.0013863858567771808,0.10499102997282221,-8.757171821704743e-05
0.545,-7.634088895121843e-05,0.0018216477815165373,0.029618901567832354,-7.826681070491201e-05
0.55,-6.72171332823377e-05,0.0016825748724555044,-0.03187750960877914,-6.490337970344096e-05
0.555,-5.9632076352966986e-05,0.0015028726854287458,0.009930421537518982,-6.274213345505489e-05
0.56,-5.1440358624941276e-05,0.0017818790878306942,0.11172940191271845,-5.391566976889808e-05
0.5650000000000001,-4.081006000291853e-05,0.0026201667045559303,0.15878920870455673,-3.883644021908999e-05
0.5700000000000001,-2.5511884106711977e-05,0.0033697711748762616,0.08406654164286628,-2.765075352896976e-05
0.5750000000000001,-8.347480614305954e-06,0.003460832120984593,0.012722364254532477,-1.1499149886451029e-05
0.58,9.148000772941957e-06,0.0034969948174215864,-0.03810865804229364,1.1416659571627132e-05
0.585,2.583868960427066e-05,0.0030797455405616567,-0.06518612309004117,2.5473009217618918e-05
0.59,4.026596578552672e-05,0.0028451335865211746,-0.001929740119109959,4.045325038963834e-05
0.595,5.510865136658111e-05,0.003060448139370557,0.027763143189851302,5.4476603909700566e-05
0.6,7.059583889980432e-05,0.0031227650184196877,-0.03630160543482198,7.178307195975383e-05
0.605,8.554033703955444e-05,0.0026974320850223373,-0.07051940606703586,8.745623177629397e-05
0.61,9.777038282880766e-05,0.002417570957749329,-0.07541195942399768,9.742106180702055e-05
0.615,0.00010923732833853901,0.0019433124907823605,-0.12419827970491219,0.00010504316689674849
0.62,0.00011666748353889668,0.001175588160700207,-0.0767704422053731,0.0001174992044351567
0.625,0.0001223553249460795,0.0011756080687286294,-0.07955025732980758,0.00012140924535780935
0.63,0.00012638465228037086,0.0003800855874021312,-0.18119669696324847,0.0001287838795030656
0.635,0.00012623724312671686,-0.0006363589009038553,-0.1636000649513657,0.0001237354722358432
0.64,0.00012145113501039776,-0.001255915062111526,-0.11984016147975803,0.00012056784414660562
0.645,0.00011345473597414891,-0.0018347605157014355,-0.1576442089233248,0.00010931616520462627
0.65,0.00010188627967261412,-0.002832357151344774,-0.18186554514922196,0.00010406978118182652
0.655,8.540181748301895e-05,-0.003653415967193655,-0.13927096613455728,8.882557100237063e-05
0.66,6.576109489506351e-05,-0.004225066812690347,-0.09645135384943457,6.43919397515328e-05
0.665,4.33641715140391e-05,-0.004617929505688001,-0.06471341015866927,4.282897145656653e-05
0.67,1.9787417155331924e-05,-0.00487220091427704,-0.008293514928822254,1.7520942868595396e-05
0.675,-4.697774085718445e-06,-0.004700864654976223,0.054183587767484,-6.6982135637003114e-06
0.68,-2.6886152851092528e-05,-0.0043303650366022,0.03170870284579033,-2.494507120274599e-05
0.685,-4.880142889344537e-05,-0.00438377762651832,0.03813977630396006,-5.020360560182278e-05
0.6900000000000001,-6.986648871725465e-05,-0.003948967273562599,0.05789901521479389,-6.853295355569235e-05
0.6950000000000001,-8.910933264821045e-05,-0.003804787474370381,0.04273859738743342,-8.915553226166622e-05
0.7000000000000001,-0.00010747124449690117,-0.003521581299688265,0.12618556427863217,-0.00010537312815604407
0.705,-0.00012304417444617313,-0.0025429318315840594,0.15981587460229027,-0.00012414792380996268
0.71,-0.00013377128680297444,-0.0019234225536653622,0.09935247752854018,-0.00013073065093290953
0.715,-0.00014269531418651066,-0.0015494070562986576,0.12126827541554279,-0.00013744536255957463
0.72,-0.00014842158546664468,-0.0007107397995099343,0.18424125076551243,-0.0001531845146279739
0.725,-0.00014955864687254895,0.00029300545135646684,0.16357753634999528,-0.00014981890978315893
0.73,-0.00014608013019325834,0.0009250355639900184,0.06995061393674905,-0.00014633781849759055
0.735,-0.00014126146581580019,0.0009925115907239573,0.05422204654528745,-0.00014326917878614164
0.74,-0.00013547031284783374,0.001467256029442893,0.12993336908722275,-0.00013432722865923136
0.745,-0.00012603250937389911,0.002291845281596185,0.15214604749284605,-0.00012289407102463948
0.75,-0.00011278995833478283,0.0029887165043713535,0.13436919561985614,-0.00011830760952043088
0.755,-9.612006027933328e-05,0.0036355372377947465,0.09911060417492744,-0.00010185904074454613
0.76,-7.694145732672177e-05,0.003979822546120628,0.05718548227627552,-7.231100997462676e-05
0.765,-5.6566668391475244e-05,0.004207392060557502,0.054217616724162865,-5.723178042481868e-05
0.77,-3.469105875523355e-05,0.004521998713362257,0.030683675506658,-3.4447955470458745e-05
0.775,-1.190485657974544e-05,0.004514228815624082,0.04251544573888434,-1.4897750857195521e-05
0.78,1.14547569901142e-05,0.0049471531707511,0.09210374901153168,1.1581640201274924e-05
0.785,3.7408145933736075e-05,0.0054352663057393984,0.006782696475837995,4.1228659348982956e-05
0.79,6.406563062830946e-05,0.00501498013550948,-0.09770874283255995,6.544781578127867e-05
0.795,8.75240741331591e-05,0.004458178877413799,-0.11754904877955981,8.80666601059908e-05
0.8,0.00010853261808089263,0.003839489647713882,-0.12714766143821907,0.00010359133735584792
0.805,0.00012586658245073215,0.0031867022630316082,-0.0841010147715815,0.00012794247829186188
0.81,0.00014126019783133013,0.002998479499998067,-0.0816540237490373,0.00014128941123036815
0.8150000000000001,0.00015505202128832376,0.0023701620255412352,-0.14033566751586987,0.00015334949525762167
0.8200000000000001,0.0001646623450808149,0.0015951228248393683,-0.12791525343733542,0.00016646545531462105
0.8250000000000001,0.0001714982263004524,0.001091009491167881,-0.10586421614981274,0.0001691216434519505
0.8300000000000001,0.00017547425492299567,0.0005364806633412409,-0.07691048481321092,0.00017704071367504443
0.835,0.00017749805183732068,0.0003219046430357719,-0.0718740702140005,0.00018090126040880275
0.84,0.00017819194418652333,-0.00018226003879876418,-0.16120761979953588,0.00017862452771966325
0.845,0.00017461667784367233,-0.001290171554959587,-0.23497822456760917,0.00017342763788575784
0.85,0.00016506979114760576,-0.002532042284474856,-0.2440928597129018,0.00016346280785503126
0.855,0.0001493307501517989,-0.003731100152088605,-0.20760731875192426,0.0001503963419869262
0.86,0.0001283786796398765,-0.004608115471994099,-0.13531855969440582,0.00012716706933251724
0.865,0.00010393991892369156,-0.005084285749032663,-0.07725230509569866,0.00011055351992698471
0.87,7.772333327147423e-05,-0.005380638522951085,-0.03339455087698903,7.376283951552733e-05
0.875,5.0690154925523295e-05,-0.0054182312578025535,0.004162054128315461,5.0319092042576235e-05
0.88,2.3773815000899475e-05,-0.005339017981667931,0.03968927259133331,2.453261962862651e-05
0.885,-2.3788447151831367e-06,-0.00502133853188922,0.07127453656952569,-1.946771429843933e-06
0.89,-2.6286060824953498e-05,-0.004626272615972674,0.11640978963376701,-2.784873028454711e-05
0.895,-4.8055368554594395e-05,-0.0038572406355515503,0.18978149252607268,-4.461076225676267e-05
0.9,-6.415243914201833e-05,-0.002728457690711947,0.14426395679069154,-6.228018769204107e-05
0.905,-7.673647306482572e-05,-0.002414601067644635,0.024606564997019242,-7.467023297859017e-05
0.91,-8.897130332805663e-05,-0.0024823920407417545,0.023846713389862658,-9.083833468407368e-05
0.915,-0.00010089591928123508,-0.0021761339337460083,0.0935773413348523,-0.00010202402137419392
0.92,-0.00011025456943537946,-0.0015466186273932316,0.1335646926534422,-0.00010888721556754201
0.925,-0.00011628535417036098,-0.0008404870072115862,0.15856970449152213,-0.00011936348555017674
0.93,-0.00011823356383172472,3.907841752198986e-05,0.15489372659091058,-0.00011637733615355172
0.935,-0.00011624758579979409,0.0007084502586975198,0.09969901558230478,-0.00011652581872023473
0.9400000000000001,-0.00011171842386862994,0.0010360685733450375,0.027693495187638972,-0.000108738733000859
0.9450000000000001,-0.00010652878236830387,0.0009853852105739095,-0.003132984118081844,-0.00010773235116000748
0.9500000000000001,-0.00010173248074458496,0.001004738732164219,0.0591180735002155,-9.66621509106407e-05
0.9550000000000001,-9.54950425367662e-05,0.0015765659455760645,0.1270323156092435,-9.435242209557164e-05
0.96,-8.577850940028254e-05,0.002275061888256654,0.08402496989742671,-8.432159981298595e-05
0.965,-7.373811452678205e-05,0.0024168156445503316,0.02245719629284746,-7.56766148194417e-05
0.97,-6.168947726870107e-05,0.0024996338511851287,0.04809016207077401,-6.097684071782353e-05
0.975,-4.8197759282762734e-05,0.0028977172652580718,0.047036051484944906,-4.974165983880897e-05
0.98,-3.3285694746658116e-05,0.0029699943660345778,0.002298616029238181,-3.759908549673155e-05
0.985,-1.867024972017692e-05,0.0029207034255504536,0.0058961270831143706,-1.9220243353967642e-05
0.99,-3.7550311886186437e-06,0.0030289556368657215,-0.015484534073290524,-5.114399519081518e-07
0.995,1.0929876073929943e-05,0.0027658580848175483,-0.05928052941674413,1.0756737053035968e-05
1.0,2.3820064813787362e-05,0.00243615034269828,-0.026741642812421307,2.2998299772902057e-05
1.0050000000000001,3.602552061586004e-05,0.0024984416566933352,0.02453190933852287,3.517387024090903e-05
1.01,4.891678270138363e-05,0.002681469436083509,0.04064208911442606,5.518602061718607e-05
1.0150000000000001,6.291384895846154e-05,0.002904862547837596,-0.03129347688209795,6.46229126330397e-05
1.02,7.656209899919218e-05,0.0023685346672625293,-0.15519905773327308,7.211303321904941e-05
1.025,8.592340131960848e-05,0.0013528719705048651,-0.15643943397527688,8.440409012780984e-05
1.03,9.095676373026256e-05,0.0008041403275097606,-0.07581399309724626,8.983195284322216e-05
1.035,9.444278793665814e-05,0.0005947320395324025,-0.04527150937875331,9.242214872869248e-05
1.04,9.68482449866245e-05,0.0003514252337222275,0.03322915187017058,9.702510829586585e-05
1.045,9.934684028951814e-05,0.0009270235582341083,0.1164729248721946,9.773452500335135e-05
1.05,0.0001061249514819709,0.0015161544824441736,0.04698725075167571,0.00010469670757448813
1.055,0.00011332057970583865,0.0013968960657508654,-0.018295925320218523,0.00011375414414215185
1.06,0.00012020171684495455,0.0013331952292419884,-0.028047126474478382,0.00011589889232757313
1.065,0.00012639888358826829,0.0011164248010060815,-0.07710871481100816,0.00012038636545399305
1.07,0.00013078458522501645,0.0005621080811319067,-0.10826087010637958,0.00013426123640737227
1.075,0.00013204787191820663,3.3816099942285584e-05,-0.1182795235605325,0.00013439322091109049
1.08,0.00013089253318109698,-0.0006206871544734185,-0.15402560937246473,0.00013191851146637361
1.085,0.00012548368043762767,-0.0015064399937823616,-0.1649767742631445,0.0001263421661842783
1.09,0.00011603573498276602,-0.0022704548971048634,-0.14081193553624843,0.00011550293881641842
1.095,0.00010295326994175547,-0.002914559349144846,-0.04607538455920122,0.00011139492113818844
1.1,8.833866944327242e-05,-0.0027312087426968755,-0.012322485860876949,8.887506519126498e-05
1.105,7.470805573645902e-05,-0.0030377842077536155,-0.09587813601969453,8.199537293495209e-05
1.11,5.747349774517973e-05,-0.003689990102893821,-0.11147326635770269,6.323707534399826e-05
1.115,3.8137177177803724e-05,-0.004152516871330642,-0.108348810668328,3.9430370485822034e-05
1.12,1.5612657188570462e-05,-0.004773478209577101,-0.047910695227757275,1.5029735360913754e-05
1.125,-8.210318756288885e-06,-0.004631623823608215,0.05461446868115496,-8.16654116756565e-06
1.1300000000000001,-3.0313561497806197e-05,-0.004227333522765551,0.04183810214496535,-3.1428809947904174e-05
1.135,-5.122837913381697e-05,-0.004213242802158562,-0.009283367965516338,-4.993963659438631e-05
1.1400000000000001,-7.26745886778301e-05,-0.0043201672024207145,0.033008373466003084,-7.079318818186709e-05
1.145,-9.348324049714107e-05,-0.003883159067498531,0.09709507621367147,-9.69096218551124e-05
1.1500000000000001,-0.00011140089400684484,-0.0033492164402839997,0.1008854275213169,-0.0001040862792447913
1.155,-0.0001271219063578804,-0.0028743047922853617,0.12228535577352255,-0.00012931181751793853
1.16,-0.0001396333844955719,-0.002126362882548774,0.12904558945922945,-0.00014714622358286472
1.165,-0.0001487405982546495,-0.0015838488976930671,0.16535293486324884,-0.0001489775085719552
1.17,-0.00015449654133876188,-0.0004728335339162858,0.25658688724873635,-0.00015770498388032334
1.175,-0.00015294986636645028,0.0009820199747942963,0.18238581956941669,-0.00015310202431314998
1.18,-0.00014657703119024914,0.0013510246617778811,0.06465053780478464,-0.0001463708146235201
1.185,-0.0001394954003484426,0.0016285253528421427,0.08300353846599619,-0.0001382537676448488
1.19,-0.00012986272860500585,0.002181060046437843,0.12056472618111606,-0.0001270515828917638
1.195,-0.0001175558082589236,0.0028341726146533033,0.11539644295440435,-0.00012036986739102826
1.2,-0.00010177563829282069,0.0033350244759818865,0.0687143715000243,-0.00010279943033353853
1.205,-8.473143182835213e-05,0.0035213163296535462,0.06341714757262104,-8.283677414615582e-05
1.21,-6.609599698570906e-05,0.003969195951708097,0.1047058677247786,-6.793902328896031e-05
1.215,-4.4613306967971334e-05,0.004568375006901332,0.05511694830541217,-4.985714627956242e-05
1.22,-2.1645701945844637e-05,0.0045203654347622186,-0.03688799381230401,-1.9913161998488365e-05
1.225,7.873785136542014e-08,0.004199495068778292,-0.05757493500547937,-1.5013237297948976e-06
1.23,2.048236844649714e-05,0.003944616084707425,-0.07330670811708387,1.870880340205949e-05
1.235,3.9102765466827144e-05,0.0034664279876074535,-0.042920535435062974,3.9430370485822034e-05
1.24,5.613319259414334e-05,0.003515410730356795,0.024562363521113448,5.614290826914325e-05
1.245,7.44966416716456e-05,0.003712051622818588,-0.044979159266311707,7.729342498999005e-05
1.25,9.180521650873972e-05,0.003065619137693678,-0.1224349216925236,8.831413105046248e-05
1.2550000000000001,0.00010534773726703081,0.002487702405893352,-0.041325975281386554,0.00011167538820858968
1.26,0.00011794492997052448,0.0026523593848798124,0.030422264354853415,0.00011398511702365875
1.2650000000000001,0.00013184897548619367,0.002791925049441886,-0.06705938324127253,0.0001307636470588391
1.27,0.0001442671778706517,0.001981765552467087,-0.2079470817384276,0.00014183384730820587
1.2750000000000001,0.00015086228356644057,0.0007124542320576101,-0.18041085617754168,0.0001510232683795878
1.28,0.0001527206661230484,0.00017765699069167008,-0.11715403022757602,0.0001527720630538544
1.285,0.00015238173304890493,-0.00045908607021815013,-0.14381684864993322,0.0001528545533686783
1.29,0.00014786845427898382,-0.001260511495807662,-0.11618117878688915,0.0001485980531237653
1.295,0.00014054641066157513,-0.0016208978580870416,-0.11167359272618564,0.00014419307031216926
1.3,0.00013087405475070818,-0.0023772474230695185,-0.15924909774982426,0.0001313080831366768
1.305,0.00011671847223686546,-0.0032133888355852843,-0.2180396597973898,0.00012060084027253516
1.31,9.78273855537409e-05,-0.004557644021043417,-0.27986859989939633,9.293358868060063e-05
1.315,7.092086006712313e-05,-0.006012074834579248,-0.20421161471031143,6.482088938861705e-05
1.32,3.9146635088155806e-05,-0.006599760168146531,-0.09990330795116141,3.949636273768115e-05
1.325,5.140590604912525e-06,-0.007011107914090862,-0.019231115135752864,6.054789108073927e-06
1.33,-2.988440663092273e-05,-0.00679207131950406,0.05638586474513854,-3.137931575900983e-05
1.335,-6.26271292735046e-05,-0.0064472492666394765,0.029720736111142534,-6.2659643140231e-05
1.34,-9.516684169998985e-05,-0.006494863958392634,0.04499390406341721,-9.215817972125602e-05
1.345,-0.0001265836782233939,-0.005997310226005304,0.17222467312471498,-0.00012470885795076516
1.35,-0.0001538813964083235,-0.0047726172271454845,0.19830653988719865,-0.00015480132479852224
1.355,-0.00017538541309119278,-0.004014244827133318,0.1661798430460407,-0.00017482997323776405
1.36,-0.00019371756839611494,-0.0031108187966850777,0.21969066472077078,-0.00019159200520997961
1.365,-0.00020586425207687808,-0.00181733817992561,0.2031637012603431,-0.00020929442677118757
1.37,-0.000212910285230588,-0.0010791817840816466,0.17435755209013182,-0.00021516773718664893
1.375,-0.00021601490173038683,-7.376265902429174e-05,0.22709145305916006,-0.00021343544057534714
1.3800000000000001,-0.00021320810964062166,0.0011917327465099544,0.214366507936383,-0.0002180384001425205
1.385,-0.00020488621205088032,0.0020699024203395385,0.1718009985816362,-0.00020794158560807568
1.3900000000000001,-0.0001925544515580757,0.0029097427323263162,0.1630049394332692,-0.0001959474938326813
1.395,-0.00017590831671248324,0.0036999518146722307,0.1505191027030141,-0.00017334514757093392
1.4000000000000001,-0.00015567509609884717,0.004414933759356457,0.15774097360519537,-0.00015871136572117488
1.405,-0.00013151099161942984,0.0052773615507241845,0.17317581303558266,-0.00012929531945497376
1.41,-0.00010288695929364473,0.006146691889712284,0.15322458375780232,-0.00010387180442624917
1.415,-7.040042379850614e-05,0.006809607388302208,0.1987556063918568,-6.543131771831389e-05
1.42,-3.2972245350084916e-05,0.008134247953630852,0.1556481715587566,-3.261667048136827e-05
1.425,8.770787253821227e-06,0.008366089103889774,-0.04838845807176297,1.1746620830922714e-05
1.43,4.892935273914945e-05,0.007650363372913222,-0.10529238259654036,5.022010366478756e-05
1.435,8.611998297229685e-05,0.00731316527792437,-0.06758943143162516,8.486603589082365e-05
1.44,0.00012190196597440558,0.006974469058596971,-0.10939478862957075,0.00012187119112082316
1.445,0.00015501087159725256,0.006219217391628663,-0.18333564871833044,0.00015503229768002913
1.45,0.00018354655777337147,0.005141112571413666,-0.22531322364181372,0.00018225410157191464
1.455,0.00020640889245858554,0.003966085155210525,-0.2503062960744775,0.00020889847326003287
1.46,0.00022288569947171024,0.002638049610668891,-0.2411037139171124,0.00022990050741419666
1.465,0.00023318387567433118,0.001555048016039401,-0.19650217867208064,0.00023351358320348328
1.47,0.00023887170532904255,0.0006730278239480841,-0.21442780806255746,0.00024087171928577475
1.475,0.00023926041135636277,-0.0005892300645861738,-0.2374784632625631,0.00024073973478205653
1.48,0.00023326584885226183,-0.001701756808677547,-0.19184239829423522,0.00022597396842857924
1.485,0.00022282088560919845,-0.002507654047528526,-0.15868461217182508,0.0002241921776283831
